"StationID"	"Year"	"Index"	"BenSampID"	"RepNum"	"Lat_Dec"	"Long_Dec"	"InvertReg"	"StreamType"	"ActivityCategory"	"BenCollDate"	"NarRat"	"IBI"	"TotalTaxSPL_Sc"	"DipTaxSPL_Sc"	"IntolTaxSPL_Sc"	"HBISPL_Sc"	"PlecoPct_Sc"	"ScrapPctSPL_Sc"	"ScrapTaxSPL_Sc"	"TrichTax_Sc"	"EphemTax_Sc"	"EphemPct_Sc"	"Dom01PctSPL_Sc"
"LCWLR001.23"	1992	"Su"	2346	1	33.9892575	-109.4652972	"cold"	"Perennial"	"Routine Sample"	1992-07-07	"Inconclusive"	45.5502989600615	50	36.3636363636364	50	83.9164840914293	25.8093060983703	18.21721162154	54.5454545454545	NA	NA	NA	NA
"SRTON062.28"	2015	"Sp"	3947	1	34.3780803	-111.0990997	"cold"	"Perennial"	"Routine Sample"	2015-05-07	"Inconclusive"	45.6713993487224	52.6315789473684	54.5454545454545	50	76.6266763137083	5.01494453471344	26.3356865543577	54.5454545454545	NA	NA	NA	NA
"SPGRA007.71"	1993	"Sp"	2507	1	32.6518831	-109.9251794	"cold"	"Perennial"	"Routine Sample"	1993-04-01	"Inconclusive"	45.6881850668083	52.6315789473684	81.8181818181818	50	73.9456961294049	0.706558987077036	15.2607341310807	45.4545454545455	NA	NA	NA	NA
"LCCOL003.03"	2014	"Sp"	3901	1	33.9605	-109.2543889	"cold"	"Perennial"	"Routine Sample"	2014-05-21	"Inconclusive"	45.7560323699841	60.5263157894737	54.5454545454545	33.3333333333333	82.2335305937948	14.1776459031667	30.0214009701201	45.4545454545455	NA	NA	NA	NA
"VROAK048.36"	2008	"Su"	3642	1	34.9983333	-111.7391667	"cold"	"Perennial"	"Routine Sample"	2008-07-08	"Inconclusive"	45.8569292627072	65.7894736842105	63.6363636363636	33.3333333333333	81.0528350473245	0	13.550135501355	63.6363636363636	NA	NA	NA	NA
"LCWLR005.31"	1992	"Su"	2347	1	33.9561883	-109.5191031	"cold"	"Perennial"	"Routine Sample"	1992-07-07	"Inconclusive"	46.2950859159832	50	18.1818181818182	83.3333333333333	79.7661475634941	14.0615991788026	15.0863395180709	63.6363636363636	NA	NA	NA	NA
"SPRMC011.48"	1994	"Sp"	2258	1	31.43725	-110.3192128	"cold"	"Perennial"	"Routine Sample"	1994-04-06	"Inconclusive"	46.3408963683175	84.2105263157895	81.8181818181818	50	71.7517229555064	0.943351728692043	8.38976448732546	27.2727272727273	NA	NA	NA	NA
"VROAK049.65"	2004	"Sp"	3432	1	35.0140278	-111.7386111	"cold"	"Perennial"	"Routine Sample"	2004-05-26	"Inconclusive"	46.5576137914027	71.0526315789474	63.6363636363636	33.3333333333333	72.4943991207677	0	12.6592961431344	72.7272727272727	NA	NA	NA	NA
"VRWCL023.36"	1995	"Sp"	2616	1	34.5610081	-111.5258764	"cold"	"Perennial"	"Routine Sample"	1995-05-22	"Inconclusive"	46.6799549641413	71.0526315789474	72.7272727272727	33.3333333333333	75.5500878524199	0.90269001624842	9.55730560440401	63.6363636363636	NA	NA	NA	NA
"LCMLK001.18"	2007	"Sp"	3388	1	33.951875	-109.1738194	"cold"	"Perennial"	"Routine Sample"	2007-05-22	"Inconclusive"	46.7128798249981	68.4210526315789	63.6363636363636	33.3333333333333	76.8786384037684	20.05124206305	28.3058923432561	36.3636363636364	NA	NA	NA	NA
"VRPIE016.49"	2011	"Sp"	3818	1	34.4210325	-111.4409	"cold"	"Perennial"	"Routine Sample"	2011-06-14	"Inconclusive"	46.7552245012728	81.5789473684211	54.5454545454545	0	71.9011938432992	7.53324042336811	29.9095535101852	81.8181818181818	NA	NA	NA	NA
"VROAK047.96"	1998	"Sp"	2725	1	34.9929319	-111.736965	"cold"	"Perennial"	"Routine Sample"	1998-05-07	"Inconclusive"	46.7912370375339	60.5263157894737	45.4545454545455	33.3333333333333	84.9477814358334	0.971354748467688	38.6689648647203	63.6363636363636	NA	NA	NA	NA
"UGBLR030.24"	2014	"Su"	3928	1	33.5406111	-109.2034167	"cold"	"Perennial"	"Routine Sample"	2014-07-08	"Inconclusive"	46.8456505568999	73.6842105263158	81.8181818181818	16.6666666666667	73.8897896051136	0	18.2243416456581	63.6363636363636	NA	NA	NA	NA
"UGSFR144.95"	2000	"Sp"	2884	1	33.8279694	-109.0207675	"cold"	"Perennial"	"Routine Sample"	2000-05-08	"Inconclusive"	47.0126639990863	86.8421052631579	36.3636363636364	16.6666666666667	70.6677928174978	0	36.7302650644633	81.8181818181818	NA	NA	NA	NA
"VRPIE016.49"	1997	"Sp"	2684	1	34.4210325	-111.4409	"cold"	"Perennial"	"Routine Sample"	1997-05-21	"Inconclusive"	47.0813276754171	63.1578947368421	54.5454545454545	16.6666666666667	78.9711317886849	26.2203012797199	35.4623901650971	54.5454545454545	NA	NA	NA	NA
"LCNUT025.35"	2014	"Sp"	3908	1	33.9348086	-109.1861039	"cold"	"Perennial"	"Routine Sample"	2014-05-20	"Inconclusive"	47.137195480433	42.1052631578947	54.5454545454545	33.3333333333333	87.8105141536684	80.4673375761566	4.42573832379586	27.2727272727273	NA	NA	NA	NA
"SRUDC000.02"	2016	"Sp"	3982	1	33.67783	-109.37646	"cold"	"Perennial"	"Routine Sample"	2016-06-22	"Inconclusive"	47.2509590142547	63.1578947368421	54.5454545454545	50	81.6093719149683	28.2496515876304	25.9216130421605	27.2727272727273	NA	NA	NA	NA
"SRBGY002.86"	2014	"Sp"	3918	1	33.46145	-109.27398	"cold"	"Perennial"	"Routine Sample"	2014-06-11	"Inconclusive"	47.5647244371502	55.2631578947368	27.2727272727273	0	75.4862314654342	78.3772768598928	60.1900412036238	36.3636363636364	NA	NA	NA	NA
"LCMIN018.05"	1994	"Sp"	2537	1	34.1799675	-109.6188642	"cold"	"Perennial"	"Routine Sample"	1994-06-20	"Inconclusive"	47.7153175073188	60.5263157894737	54.5454545454545	16.6666666666667	74.2091359691838	0	82.6051041259076	45.4545454545455	NA	NA	NA	NA
"LCELR005.67"	2014	"Sp"	3903	1	33.946916	-109.478381	"cold"	"Perennial"	"Routine Sample"	2014-04-29	"Inconclusive"	47.9864759205634	68.4210526315789	63.6363636363636	0	67.4842788123651	0	100	36.3636363636364	NA	NA	NA	NA
"UGCMB004.23"	1996	"Sp"	3011	1	33.7388033	-109.0971569	"cold"	"Perennial"	"Routine Sample"	1996-05-21	"Inconclusive"	48.1900501808068	78.9473684210526	63.6363636363636	33.3333333333333	71.718165305687	5.45375218150087	29.6959138422553	54.5454545454545	NA	NA	NA	NA
"SRFIS010.92"	2016	"Sp"	3975	2	33.63425	-109.34106	"cold"	"Perennial"	"Field Replicate"	2016-06-20	"Inconclusive"	48.2812591660486	65.7894736842105	63.6363636363636	33.3333333333333	75.0108318890814	28.6882306533745	35.1469446023405	36.3636363636364	NA	NA	NA	NA
"VRWOK000.82"	2004	"Sp"	3442	1	34.9965278	-111.7496944	"cold"	"Perennial"	"Routine Sample"	2004-05-27	"Inconclusive"	48.2973221504501	84.2105263157895	72.7272727272727	33.3333333333333	72.5536718105483	0	20.7109963207524	54.5454545454545	NA	NA	NA	NA
"UGBLR046.35"	1994	"Sp"	2279	1	33.6844894	-109.0830556	"cold"	"Perennial"	"Routine Sample"	1994-06-21	"Inconclusive"	48.3322722690587	68.4210526315789	81.8181818181818	33.3333333333333	71.8045524537249	2.89259784212201	43.6925514408333	36.3636363636364	NA	NA	NA	NA
"UGFRY009.52"	1994	"Sp"	2286	1	32.7435403	-109.8391086	"cold"	"Perennial"	"Routine Sample"	1994-05-25	"Inconclusive"	48.3329768524893	57.8947368421053	54.5454545454545	66.6666666666667	76.5002166377816	3.02053966975433	25.1577690602081	54.5454545454545	NA	NA	NA	NA
"VRWOK000.82"	2008	"Sp"	3653	1	34.9965278	-111.7496944	"cold"	"Perennial"	"Routine Sample"	2008-06-10	"Inconclusive"	48.6338175167068	89.4736842105263	63.6363636363636	16.6666666666667	73.3207619836572	0	15.5210643015521	81.8181818181818	NA	NA	NA	NA
"VRWEB009.13"	1994	"Sp"	2547	1	34.3993353	-111.3648528	"cold"	"Perennial"	"Routine Sample"	1994-06-08	"Inconclusive"	48.8273051425464	65.7894736842105	81.8181818181818	33.3333333333333	71.1743772241993	0	26.0394063015363	63.6363636363636	NA	NA	NA	NA
"SPRUC007.81"	2005	"Sp"	3467	1	31.7857778	-109.3004722	"cold"	"Perennial"	"Routine Sample"	2005-06-16	"Inconclusive"	48.9543244868198	68.4210526315789	72.7272727272727	50	80.9012131715772	39.0103685453239	4.34763705925829	27.2727272727273	NA	NA	NA	NA
"UGLAN000.60"	2009	"Su"	3738	1	33.5864811	-109.1296708	"cold"	"Perennial"	"Routine Sample"	2009-07-29	"Inconclusive"	49.02533403497	86.8421052631579	63.6363636363636	16.6666666666667	81.2849366563332	2.97477391718229	28.1361284687227	63.6363636363636	NA	NA	NA	NA
"SRCYN045.73"	1994	"Sp"	2263	1	34.2583586	-110.7956817	"cold"	"Perennial"	"Routine Sample"	1994-05-31	"Inconclusive"	49.0728196740411	73.6842105263158	63.6363636363636	16.6666666666667	75.893519015557	3.83841795765457	37.0632871884571	72.7272727272727	NA	NA	NA	NA
"UGMRW011.38"	1992	"Sp"	2399	1	32.6838181	-109.81244	"cold"	"Perennial"	"Routine Sample"	1992-04-21	"Inconclusive"	49.1105051634227	63.1578947368421	63.6363636363636	50	76.4443528741623	0.90269001624842	25.9958712439789	63.6363636363636	NA	NA	NA	NA
"SRREY001.14"	1992	"Sp"	2383	1	33.8757408	-110.9885925	"cold"	"Perennial"	"Routine Sample"	1992-05-11	"Inconclusive"	49.3310306816809	89.4736842105263	81.8181818181818	33.3333333333333	74.0006968819047	14.4044165554454	6.83235651782898	45.4545454545455	NA	NA	NA	NA
"UGBLR046.35"	2009	"Su"	3728	1	33.6844894	-109.0830556	"cold"	"Perennial"	"Routine Sample"	2009-07-29	"Inconclusive"	49.7375561102329	76.3157894736842	81.8181818181818	33.3333333333333	68.0964760254188	2.87670444738508	12.9951349463545	72.7272727272727	NA	NA	NA	NA
"SREFB000.91"	2002	"Sp"	3107	1	33.7631111	-109.3556389	"cold"	"Perennial"	"Routine Sample"	2002-06-18	"Inconclusive"	49.7592765421119	78.9473684210526	36.3636363636364	16.6666666666667	79.3447019135446	0	46.0834715207923	90.9090909090909	NA	NA	NA	NA
"UGCMB004.23"	2013	"Sp"	3879	2	33.7388033	-109.0971569	"cold"	"Perennial"	"Field Replicate"	2013-06-18	"Inconclusive"	49.7749014085533	86.8421052631579	72.7272727272727	16.6666666666667	70.2396913115987	3.38873921957336	25.8325619443308	72.7272727272727	NA	NA	NA	NA
"SPWRC000.48"	1994	"Sp"	2550	1	31.8650172	-109.3298514	"cold"	"Perennial"	"Routine Sample"	1994-04-04	"Inconclusive"	49.8440230023836	76.3157894736842	81.8181818181818	66.6666666666667	71.1465275420322	7.5100849712471	9.08727418123659	36.3636363636364	NA	NA	NA	NA
"CGNCA028.70"	1994	"Sp"	2523	1	36.4081783	-112.0786444	"cold"	"Perennial"	"Routine Sample"	1994-06-08	"Inconclusive"	49.9860242831759	42.1052631578947	36.3636363636364	83.3333333333333	99.968334281035	4.11442207798887	74.9262716774337	9.09090909090909	NA	NA	NA	NA
"VRWCL036.37"	1995	"Sp"	2617	1	34.5531389	-111.4075278	"cold"	"Perennial"	"Routine Sample"	1995-05-22	"Inconclusive"	50.0266779936645	81.5789473684211	63.6363636363636	66.6666666666667	71.9928746668039	7.74211030571658	13.1152378571341	45.4545454545455	NA	NA	NA	NA
"UGMRW011.38"	1994	"Sp"	2289	1	32.6838181	-109.81244	"cold"	"Perennial"	"Routine Sample"	1994-05-26	"Inconclusive"	50.0753272008462	65.7894736842105	81.8181818181818	50	70.2609021499836	0	19.0223691171837	63.6363636363636	NA	NA	NA	NA
"SRDCN001.90"	2016	"Sp"	3972	1	33.61786	-109.37646	"cold"	"Perennial"	"Routine Sample"	2016-06-22	"Inconclusive"	50.1345994308113	55.2631578947368	45.4545454545455	16.6666666666667	82.3445762787184	53.4245111657228	70.5160112825618	27.2727272727273	NA	NA	NA	NA
"SRTON061.37"	2015	"Sp"	3946	1	33.365276	-111.098122	"cold"	"Perennial"	"Routine Sample"	2015-05-07	"Inconclusive"	50.1350504264656	57.8947368421053	27.2727272727273	50	84.6102531267914	4.69982234671529	53.7405406696469	72.7272727272727	NA	NA	NA	NA
"VRWOK000.82"	1992	"Sp"	2415	1	34.9965278	-111.7496944	"cold"	"Perennial"	"Routine Sample"	1992-05-13	"Inconclusive"	50.136213805444	86.8421052631579	63.6363636363636	33.3333333333333	74.0428096177215	1.00298890694269	28.4595322442253	63.6363636363636	NA	NA	NA	NA
"UGCAV016.84"	2001	"Sp"	3078	1	31.8689389	-109.2371192	"cold"	"Perennial"	"Routine Sample"	2001-05-03	"Inconclusive"	50.2525056719547	60.5263157894737	90.9090909090909	66.6666666666667	78.59688789024	18.2718999262096	9.52395124927454	27.2727272727273	NA	NA	NA	NA
"SRTON059.43"	2014	"Sp"	3924	1	34.3389722	-111.0959167	"cold"	"Perennial"	"Routine Sample"	2014-06-03	"Inconclusive"	50.2789604875185	55.2631578947368	63.6363636363636	66.6666666666667	79.7985053285142	0	22.9516662499846	63.6363636363636	NA	NA	NA	NA
