StationID_Master	biocomm	stressName	stressLabel	respName	respLabel	n	statistic	p.value	estimate	r2
902S01097	ALGAE	Alkalinity_CaCO3_fld_mg_L	Field-measured alkalinity as calcium carbonate (mg/L)	MMIdiatom	Diatom MMI	16	-1	0.32	-0.26	0.065
902S01097	ALGAE	Alkalinity_CaCO3_fld_mg_L	Field-measured alkalinity as calcium carbonate (mg/L)	MMIdiatom	Diatom MMI	16	-1	0.32	-0.26	0.065
902S01097	ALGAE	Alkalinity_CaCO3_fld_mg_L	Field-measured alkalinity as calcium carbonate (mg/L)	propsppOxyReqDO_10_rawdiatom	Proportion of diatom species OxyReq.DO_10	16	-0.69	0.5	-0.18	0.031
902S01097	ALGAE	Alkalinity_CaCO3_fld_mg_L	Field-measured alkalinity as calcium carbonate (mg/L)	propsppOxyReqDO_10_rawdiatom	Proportion of diatom species OxyReq.DO_10	16	-0.69	0.5	-0.18	0.031
902S01097	ALGAE	Alkalinity_CaCO3_fld_mg_L	Field-measured alkalinity as calcium carbonate (mg/L)	cntsppBCG3_rawdiatom	Count of diatom species BCG3	16	1.3	0.2	0.33	0.107
902S01097	ALGAE	Alkalinity_CaCO3_fld_mg_L	Field-measured alkalinity as calcium carbonate (mg/L)	cntsppBCG3_rawdiatom	Count of diatom species BCG3	16	1.3	0.2	0.33	0.107
902S01097	ALGAE	Alkalinity_CaCO3_fld_mg_L	Field-measured alkalinity as calcium carbonate (mg/L)	propCyclotella_rawdiatom	Proportion of Cyclotella diatom species	16	-0.62	0.55	-0.16	0.025
902S01097	ALGAE	Alkalinity_CaCO3_fld_mg_L	Field-measured alkalinity as calcium carbonate (mg/L)	propCyclotella_rawdiatom	Proportion of Cyclotella diatom species	16	-0.62	0.55	-0.16	0.025
902S01097	ALGAE	Alkalinity_CaCO3_fld_mg_L	Field-measured alkalinity as calcium carbonate (mg/L)	propSurirella_rawdiatom	Proportion of Surirella diatom species	16	-1.7	0.11	-0.41	0.165
902S01097	ALGAE	Alkalinity_CaCO3_fld_mg_L	Field-measured alkalinity as calcium carbonate (mg/L)	propSurirella_rawdiatom	Proportion of Surirella diatom species	16	-1.7	0.11	-0.41	0.165
