StationID_Master	Stressor	Response	StressSampID	RespSampID	Quality	StressorValue	ResponseValue	biocomm	stressLabel	respLabel	n_site	n_all	SR_Score_all	n_cluster	SR_Score_cluster
902S01097	Alkalinity_CaCO3_fld_mg_L	MMIdiatom	902S01097_2009-05-11	902S01097_5/11/2009_1	Good	200	0.829316952	ALGAE	Field-measured alkalinity as calcium carbonate (mg/L)	Diatom MMI	5	327	0	17	0
902S01097	Alkalinity_CaCO3_fld_mg_L	MMIdiatom	902S01097_2009-05-11	902S01097_5/11/2009_1	Good	200	0.829316952	ALGAE	Field-measured alkalinity as calcium carbonate (mg/L)	Diatom MMI	5	327	0	17	0
902S01097	Alkalinity_CaCO3_fld_mg_L	propsppOxyReqDO_10_rawdiatom	902S01097_2009-05-11	902S01097_5/11/2009_1	Good	200	1.012535149	ALGAE	Field-measured alkalinity as calcium carbonate (mg/L)	Proportion of diatom species OxyReq.DO_10	5	327	0	17	0
902S01097	Alkalinity_CaCO3_fld_mg_L	propsppOxyReqDO_10_rawdiatom	902S01097_2009-05-11	902S01097_5/11/2009_1	Good	200	1.012535149	ALGAE	Field-measured alkalinity as calcium carbonate (mg/L)	Proportion of diatom species OxyReq.DO_10	5	327	0	17	0
902S01097	Alkalinity_CaCO3_fld_mg_L	cntsppBCG3_rawdiatom	902S01097_2009-05-11	902S01097_5/11/2009_1	Good	200	0.716041397	ALGAE	Field-measured alkalinity as calcium carbonate (mg/L)	Count of diatom species BCG3	5	327	0	17	0
902S01097	Alkalinity_CaCO3_fld_mg_L	cntsppBCG3_rawdiatom	902S01097_2009-05-11	902S01097_5/11/2009_1	Good	200	0.716041397	ALGAE	Field-measured alkalinity as calcium carbonate (mg/L)	Count of diatom species BCG3	5	327	0	17	0
902S01097	Alkalinity_CaCO3_fld_mg_L	propCyclotella_rawdiatom	902S01097_2009-05-11	902S01097_5/11/2009_1	Good	200	1.059508113	ALGAE	Field-measured alkalinity as calcium carbonate (mg/L)	Proportion of Cyclotella diatom species	5	327	0	17	0
902S01097	Alkalinity_CaCO3_fld_mg_L	propCyclotella_rawdiatom	902S01097_2009-05-11	902S01097_5/11/2009_1	Good	200	1.059508113	ALGAE	Field-measured alkalinity as calcium carbonate (mg/L)	Proportion of Cyclotella diatom species	5	327	0	17	0
902S01097	Alkalinity_CaCO3_fld_mg_L	propSurirella_rawdiatom	902S01097_2009-05-11	902S01097_5/11/2009_1	Good	200	1.03244915	ALGAE	Field-measured alkalinity as calcium carbonate (mg/L)	Proportion of Surirella diatom species	5	327	0	17	0
902S01097	Alkalinity_CaCO3_fld_mg_L	propSurirella_rawdiatom	902S01097_2009-05-11	902S01097_5/11/2009_1	Good	200	1.03244915	ALGAE	Field-measured alkalinity as calcium carbonate (mg/L)	Proportion of Surirella diatom species	5	327	0	17	0
902S01097	Alkalinity_CaCO3_fld_mg_L	propsppIndicatorClass_TP_low_rawdiatom	902S01097_2009-05-11	902S01097_5/11/2009_1	Good	200	0.03366349	ALGAE	Field-measured alkalinity as calcium carbonate (mg/L)	Proportion of diatom species IndicatorClass_TP_low	5	327	0	17	0
902S01097	Alkalinity_CaCO3_fld_mg_L	propsppIndicatorClass_TP_low_rawdiatom	902S01097_2009-05-11	902S01097_5/11/2009_1	Good	200	0.03366349	ALGAE	Field-measured alkalinity as calcium carbonate (mg/L)	Proportion of diatom species IndicatorClass_TP_low	5	327	0	17	0
