"StationID_Master"	"StressSampID"	"StressSampDate"	"IQRmethod"	"SDmethod"	"Outlier"	"AFDM_algae_particulate_g_m2"	"Alkalinity_CaCO3_f_mg_L"	"Alkalinity_CaCO3_fld_mg_L"	"Aluminum_tot_mg_kg_dw"	"Aluminum_uf_ug_L"	"Arsenic_f_ug_L"	"Arsenic_tot_mg_kg_dw"	"Arsenic_uf_ug_L"	"Cadmium_f_ug_L"	"Cadmium_tot_mg_kg_dw"	"Cadmium_uf_ug_L"	"Calcium_uf_mg_L"	"Chlor_a_particulate_mg_m2"	"Chloride_f_mg_L"	"Chromium_f_ug_L"	"Chromium_tot_mg_kg_dw"	"Chromium_ug_L"	"Copper_f_ug_L"	"Copper_tot_mg_kg_dw"	"Copper_uf_ug_L"	"DO_fld_mg_L"	"DOC_f_mg_L"	"Ev_FlowHab_score"	"H_AqHab_score"	"H_SubNat_score"	"Hardness_CaCO3_f_mg_L"	"IPI"	"Iron_f_ug_L"	"Iron_uf_ug_L"	"Lead_tot_mg_kg_dw"	"Manganese_f_ug_L"	"Manganese_tot_mg_kg_dw"	"Manganese_uf_ug_L"	"NH3_N_f_mg_L"	"Nickel_f_ug_L"	"Nickel_tot_mg_kg_dw"	"Nickel_uf_ug_L"	"NO2_N_f_mg_L"	"NO3_N_f_mg_L"	"P_uf_mg_L"	"PCT_SAFN_score"	"pH_fld_SU"	"PO4_P_f_mg_L"	"Salinity_fld_ppt"	"Selenium_f_ug_L"	"Selenium_ug_L"	"Silica_SiO2_f_mg_L"	"Silver_tot_mg_kg_dw"	"Silver_uf_ug_L"	"SpecificConductivity_fld_uS_cm"	"Sulfate_f_mg_L"	"TDS_f_mg_L"	"TSS_particulate_mg_L"	"Turbidity_fld_NTU"	"Velocity_fld_ft_s"	"WaterTemp_fld_degC"	"XCMG_score"	"Zinc_f_ug_L"	"Zinc_tot_mg_kg_dw"	"Zinc_uf_ug_L"	"HighDur_Dry"	"HighDur_Wet"	"HighNum_Dry"	"MaxMonthQ_Dry"	"MaxMonthQ_Wet"	"NoDisturb_Average"	"NoDisturb_Dry"	"Q99_Average"	"Qmax_Dry"	"QmaxIDR_All"	"RBI_Dry"
"412LAR007"	"412LAR007_2005-06-29"	2005-06-29	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0909090909090909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.333333333333333	1	NA	NA	0.933333333333333	NA	NA	NA	NA	NA	NA	NA	0.333333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"901S00313"	"901S00313_2009-04-30"	2009-04-30	0	0	0	0.5	0	0.0769230769230769	0.6	0.714285714285714	0.857142857142857	0.8	0.857142857142857	0.142857142857143	0.2	0.285714285714286	0	0.2	0	0	0.8	0.142857142857143	0	0.2	0	0.185185185185185	0.3	0.863636363636364	0.363636363636364	0.818181818181818	0	0.863636363636364	0.428571428571429	0.714285714285714	0.4	0.142857142857143	0.8	0.285714285714286	NA	0.285714285714286	0.2	0.285714285714286	NA	NA	0.117647058823529	0.545454545454545	0.0967741935483871	0	0	0	0	0.727272727272727	0.75	NA	0	0	0	0.285714285714286	NA	NA	0.161290322580645	0.636363636363636	0.166666666666667	0.2	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"901S00313"	"901S00313_modeledflow"	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.333333333333333	NA	NA	NA	0.333333333333333	0	NA	NA	0.2	0.166666666666667
"901S00313"	"901S00313_modeledflow"	NA	0	0.985507246376812	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
"901SJOF1x"	"901SJOF1x_2008-04-28"	2008-04-28	0	0	0	NA	NA	0.153846153846154	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.444444444444444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.161290322580645	NA	0.0740740740740741	NA	NA	NA	NA	NA	0.0357142857142857	NA	NA	NA	0.24	NA	0.0967741935483871	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"901SJOF1x"	"901SJOF1x_2008-05-16"	2008-05-16	0	0	0	NA	NA	0.269230769230769	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.296296296296296	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.129032258064516	NA	0.0740740740740741	NA	NA	NA	NA	NA	0.107142857142857	NA	NA	NA	0.16	NA	0.290322580645161	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"901SJOF1x"	"901SJOF1x_2008-05-16"	2008-05-16	0.971014492753623	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"901SJOF1x"	"901SJOF1x_2008-06-05"	2008-06-05	0	0	0	NA	NA	0.307692307692308	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.32258064516129	NA	0.148148148148148	NA	NA	NA	NA	NA	0.142857142857143	NA	NA	NA	0.12	NA	0.129032258064516	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"901SJOF1x"	"901SJOF1x_2008-06-25"	2008-06-25	0	0	0	NA	NA	0.346153846153846	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.518518518518518	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.838709677419355	NA	0.148148148148148	NA	NA	NA	NA	NA	0.214285714285714	NA	NA	NA	0.6	NA	0.838709677419355	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"901SJOF1x"	"901SJOF1x_2008-07-03"	2008-07-03	0	0	0	NA	NA	0.0384615384615385	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.814814814814815	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.148148148148148	NA	NA	NA	NA	NA	0.178571428571429	NA	NA	NA	0.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"901SJOF1x"	"901SJOF1x_2008-07-03"	2008-07-03	0.884057971014493	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.967741935483871	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"902S01097"	"902S01097_2009-05-11"	2009-05-11	0	0	0	0.875	0.166666666666667	0.384615384615385	0.2	0.428571428571429	1	0.6	1	0.571428571428571	0.4	0.285714285714286	1	0.866666666666667	0.181818181818182	0.571428571428571	1	0.428571428571429	0.285714285714286	0.6	0.142857142857143	0.481481481481481	0	0.0909090909090909	0.818181818181818	0.181818181818182	0.833333333333333	0.318181818181818	0	0.285714285714286	0	0	0.6	0	0.5	0.857142857142857	1	0.857142857142857	0	0.583333333333333	0.470588235294118	0.136363636363636	0.903225806451613	0.333333333333333	0.296296296296296	0.857142857142857	0.714285714285714	1	0	0.333333333333333	0.285714285714286	0.6	0.5	0.142857142857143	0.28	0.227272727272727	0.67741935483871	0.818181818181818	0.5	0.6	0.166666666666667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"902S01097"	"902S01097_2015-05-04"	2015-05-04	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0454545454545455	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"902S01097"	"902S01097_2016-05-06"	2016-05-06	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.612903225806452	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0909090909090909	0.032258064516129	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"902S01097"	"902S01097_2016-05-06"	2016-05-06	0.884057971014493	0	0	NA	NA	0.961538461538462	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"902S01097"	"902S01097_2017-05-18"	2017-05-18	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.888888888888889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.67741935483871	NA	0.703703703703704	NA	NA	NA	NA	NA	0.75	NA	NA	NA	0.4	0.545454545454545	0.548387096774194	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"902S01097"	"902S01097_modeledflow"	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	0.666666666666667	0.5	0.5	0.5	0.833333333333333	0.666666666666667	0.5	0.5	0.4	0.5
"903M20153"	"903M20153_2015-06-24"	2015-06-24	0	0	0	NA	NA	0.384615384615385	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.407407407407407	NA	0.227272727272727	1	0.5	NA	0.318181818181818	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.545454545454545	0.774193548387097	NA	0.62962962962963	NA	NA	NA	NA	NA	0.678571428571429	NA	NA	NA	0.84	0.318181818181818	0.806451612903226	0.272727272727273	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"903SLKYS3"	"903SLKYS3_2008-05-07"	2008-05-07	0	0	0	0.1875	0.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.333333333333333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.166666666666667	NA	NA	NA	0.555555555555556	1	0.235294117647059	NA	NA	0.4	NA	NA	NA	NA	NA	NA	NA	1	1	0.428571428571429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
